"","status","data.id","data.general.name","data.general.group","data.general.personalityTraits","data.general.shortDescription","data.general.longDescription","data.general.popularity","data.general.height","data.general.weight","data.general.lifespan","data.general.rare","data.physical.size","data.physical.lifespan","data.physical.droolingFrequency","data.physical.coatStyle","data.physical.coatTexture","data.physical.coatLength","data.physical.doubleCoat","data.behavior.familyAffection","data.behavior.childFriendly","data.behavior.dogSociability","data.behavior.friendlinessToStrangers","data.behavior.playfulness","data.behavior.protectiveInstincts","data.behavior.adaptability","data.behavior.barkingFrequency","data.care.sheddingAmount","data.care.groomingFrequency","data.care.exerciseNeeds","data.care.mentalStimulationNeeds","data.care.trainingDifficulty","data.images.small.indoors","data.images.small.outdoors","data.images.small.studio","data.images.large.indoors","data.images.large.outdoors","data.images.large.studio"
"118","success","petit-basset-griffon-vendéen","Petit Basset Griffon","Hound","Vigilant, Happy, Lively","The vibrant Petit Basset Griffon Vendéen is a joyful, shaggy French hound excelling in companionship and rabbit hunting.","The Petit Basset Griffon Vendéen (PBGV) is a vivacious, small French hound, delightfully known for its energetic and joyful demeanor. This breed stands at about 15 inches tall and weighs around 35 pounds, making it compact yet sturdy with a rough, wavy coat.
Originating from the Vendée region of France, PBGVs were bred to hunt rabbits, a task they perform with great enthusiasm and skill. Their low-slung, shaggy appearance is complemented by a proudly carried head, a saber tail, and a distinctive, loud bark that's hard to miss.
PBGVs are exceptionally sociable, enjoying the company of both humans and other dogs, making them excellent family pets. They are particularly good with children, adding a layer of joy and playfulness to any household. Their vibrant and vigilant nature means they are always alert, ready to protect their family with a strong sense of loyalty.
Despite their hunting origins, PBGVs adapt well to various living conditions and can thrive in both rural and urban settings. They require regular mental and physical stimulation to keep their lively minds engaged. With a lifespan of around 15 years, these little extroverts bring years of tail-wagging happiness to their families.",2,15,35,15,TRUE,2,4,2,"Wavy","Rough",5,TRUE,4,5,5,4,4,4,4,5,2,2,4,4,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/petit-basset-griffon-vendéen/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/petit-basset-griffon-vendéen/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/petit-basset-griffon-vendéen/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/petit-basset-griffon-vendéen/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/petit-basset-griffon-vendéen/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/petit-basset-griffon-vendéen/large/studio.png"
"119","success","lagotto-romagnolo","Lagotto Romagnolo","Sporting","Loving, Vigilant, Relaxed","The Lagotto Romagnolo is a relaxed, loving, and observant truffle-hunting dog with a curly, low-shedding coat.","The Lagotto Romagnolo, Italy's endearing 'truffle dog,' is a delightful blend of charm and utility. Known for their distinctive curly coat that resembles human hair, these dogs are as rugged as they are adorable.
Standing at around 18 inches tall and weighing about 30 pounds, Lagotti sport lavish facial furnishings, including a beard, eyebrows, and whiskers, which add to their plush-toy appearance. However, don't be fooled by their cute exterior; these dogs are durable workers with an exceptional sense of smell, historically bred to root out truffles, a prized delicacy.
Lagotti are deeply affectionate and observant, making them wonderful companions. They bond closely with their families, earning a top rating for family affection. Despite their moderate size, they are robust and adaptable, thriving in various living conditions.
They are relatively easy to train, thanks to their intelligence and eagerness to please. Their low vocalization and minimal shedding make them a joy to have around the house.
This breed is also known for its playful and friendly nature, getting along well with children and other dogs. Their activity level and need for mental stimulation are high, so they enjoy engaging in activities and games that challenge their keen senses.
With a lifespan of around 15 years, the Lagotto Romagnolo offers years of loving companionship, making them a perfect choice for those looking to discover a devoted and lively canine companion.",2,18,30,15,TRUE,2,4,2,"Curly","Rough",3,TRUE,5,3,5,4,4,3,4,2,1,2,4,4,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/lagotto-romagnolo/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/lagotto-romagnolo/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/lagotto-romagnolo/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/lagotto-romagnolo/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/lagotto-romagnolo/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/lagotto-romagnolo/large/studio.png"
"120","success","treeing-walker-coonhound","Treeing Walker Coonhound","Hound","Intelligent, Brave, Polite","The Treeing Walker Coonhound is a brave, wise, and courteous hunter with boundless energy and charm.","The Treeing Walker Coonhound is a remarkable hound, beloved for its intelligence, bravery, and courteous nature. Known as 'The People's Choice,' this breed excels in the field and at home.
With their swift, agile movements, these hounds can cover vast distances rapidly, showcasing their long, muscular legs and powerful hindquarters. Their streamlined frame is designed for efficiency, making them superb runners and exceptional hunting companions.
At home, the Treeing Walker Coonhound is a delightful family member, offering high levels of affection and adaptability. Their training ease and sociability make them excellent with children and other dogs.
They thrive on mental stimulation and physical activity, needing plenty of exercise to keep them happy and healthy. Despite their energetic nature, they exhibit a sweet, gentle demeanor that endears them to everyone they meet.
These hounds have a smooth, straight coat that is low-maintenance, shedding moderately and requiring minimal grooming. While they are protective and alert, their friendly disposition makes them approachable and well-suited for various living environments. With a lifespan of around 13 years, the Treeing Walker Coonhound offers years of loyal companionship and joy.
Whether they're in the field or by the fireside, these hounds are truly a pretty picture, stirring the hearts of all who encounter them.",2,25,60,13,TRUE,3,3,3,"Straight","Smooth",1,FALSE,5,5,5,3,4,3,4,4,3,1,5,5,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/treeing-walker-coonhound/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/treeing-walker-coonhound/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/treeing-walker-coonhound/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/treeing-walker-coonhound/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/treeing-walker-coonhound/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/treeing-walker-coonhound/large/studio.png"
"121","success","tibetan-terrier","Tibetan Terrier","Companion","Faithful, Loving, Vigilant","The Tibetan Terrier is a faithful, observant, and loving companion with a luxurious double coat.","The Tibetan Terrier, affectionately known as the 'Holy Dog of Tibet,' is a devoted and charming companion with a rich history tied to Buddhist monasteries. These small-to-medium-sized dogs stand around 15 inches tall and typically weigh about 25 pounds.
One of their most distinctive features is their luxurious double coat, which is wooly underneath with a long, fine, wavy topcoat, requiring regular grooming to maintain its beauty. Tibetan Terriers are known for their unique, large, flat 'snowshoe' feet, which evolved to help them traverse the snowy, mountainous terrain of Tibet.
These dogs are observant, faithful, and loving, forming strong bonds with their families. Their protective instincts make them excellent watchdogs, while their adaptable nature allows them to thrive in various living environments. Tibetan Terriers are moderately easy to train, enjoy a good amount of activity, and require ample mental stimulation.
They are moderately vocal and sociable, getting along well with children and other dogs. With a lifespan of around 15 years, the Tibetan Terrier is a loyal and enduring companion, perfect for those seeking a loving and intelligent addition to their family.",2,15,25,15,TRUE,2,4,2,"Wavy","Rough",5,TRUE,5,3,3,3,3,4,4,3,3,3,4,4,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/tibetan-terrier/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/tibetan-terrier/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/tibetan-terrier/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/tibetan-terrier/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/tibetan-terrier/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/tibetan-terrier/large/studio.png"
"122","success","irish-terrier","Irish Terrier","Terrier","Brave, Dignified, Loving","The Irish Terrier: a tender, brave, and elegant terrier with a fiery red coat and bold spirit.","The Irish Terrier, affectionately known as the 'Daredevil' of the Emerald Isle, is a medium-sized terrier brimming with boldness, elegance, and courage. Standing at about 18 inches tall and weighing around 25 pounds, this breed is known for its striking fiery red coat and sturdy yet graceful build. Renowned for their bravery, Irish Terriers are fearless at work and exhibit a tender, affectionate nature at home, making them an excellent family companion.
With a lifespan of up to 15 years, these loyal dogs are highly protective and adaptable, thriving in various environments. Their intelligence and moderate activity level make them moderately easy to train, while their mental stimulation needs ensure they remain engaged and lively. Although they are less sociable with other dogs, their playfulness and friendliness towards children and strangers make them a delightful addition to any household.
With minimal shedding and grooming needs, the Irish Terrier's rough, wire double coat is low maintenance. If you're seeking a companion with a heart as fiery as their coat, the Irish Terrier will undoubtedly steal your heart.",2,18,25,15,TRUE,2,4,1,"Wire","Rough",3,TRUE,5,5,1,3,3,5,4,3,2,1,3,4,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/irish-terrier/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/irish-terrier/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/irish-terrier/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/irish-terrier/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/irish-terrier/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/irish-terrier/large/studio.png"
"123","success","standard-manchester-terrier","Standard Manchester Terrier","Terrier","Intelligent, Lively, Vigilant","The Manchester Terrier (Standard) is an intelligent, observant, and vivacious terrier, perfect for active families.","The Manchester Terrier (Standard) is a sleek, racy dog originally bred in the English city of Manchester. Known for its observant and intelligent nature, this vivacious breed is spirited and athletic.
Standing at about 15 inches tall and weighing around 17 pounds, the Manchester Terrier combines the streamlined grace of a coursing hound with the fearless instincts of a terrier. Its coat is a smooth, straight, and striking blend of rich mahogany tan and jet black, complemented by a long, wedge-shaped head with tan spots above its watchful eyes.
Manchesters are incredibly affectionate with their families, earning a top score of 5 out of 5 in family affection. They are also quite protective and adaptable, making them excellent companions for both city and country living. Training is a breeze due to their intelligence and eagerness to please, and they enjoy an active lifestyle that includes plenty of play and exercise.
While they can be vocal and require moderate mental stimulation, their low shedding and minimal grooming needs make them easy to care for. Friendly with children and sociable with other dogs, the Manchester Terrier is a well-rounded breed that excels as a lively and loyal companion.",2,15,17,15,TRUE,2,4,1,"Straight","Smooth",1,FALSE,5,4,3,3,4,4,4,4,2,2,4,3,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/standard-manchester-terrier/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/standard-manchester-terrier/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/standard-manchester-terrier/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/standard-manchester-terrier/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/standard-manchester-terrier/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/standard-manchester-terrier/large/studio.png"
"124","success","finnish-spitz","Finnish Spitz","Companion","Friendly, Lively, Vigilant","The Finnish Spitz is a lively, golden-red companion known for its vibrant, vocal personality and fox-like appearance.","The Finnish Spitz, often affectionately called 'Finkie' or 'Finn,' is a vibrant and benevolent companion breed originating from Finland. This flame-colored, foxy-faced dog stands around 18 inches tall and weighs about 25 pounds, making it a small yet fearless presence.
Renowned for its unique hunting style, the Finnish Spitz has earned the nickname 'Barking Bird Dog' due to its distinctive tracking and indicating method. Its dense, golden-red coat and lively expression, complemented by prick ears and a curving plumed tail, give it a striking appearance.
Finnish Spitzes are highly affectionate with their families, earning a top rating for family affection. Their adaptability and moderate protective instincts make them well-suited for various living situations, while their high activity level and need for mental stimulation ensure they remain energetic and engaged. They are also notably vocal, often delighting owners with their expressive yodels and range of vocalizations.
This breed's friendly demeanor extends to children and other dogs, making it a wonderful family pet. While they may be wary of strangers, they are not shy, making excellent alert dogs. Grooming is relatively low-maintenance despite their dense double coat, which sheds moderately.
Finnish Spitzes are known for their playfulness and sociability, making them captivating and sensitive companions for those who appreciate their spirited nature and enthusiastic bark.",2,18,25,15,TRUE,2,4,2,"Straight","Rough",3,TRUE,5,5,4,3,3,3,4,5,3,2,5,4,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-spitz/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-spitz/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-spitz/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-spitz/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-spitz/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-spitz/large/studio.png"
"125","success","american-foxhound","American Foxhound","Hound","Independent, Relaxed, Loving","The American Foxhound is a tender, relaxed, and autonomous hound, known for its speed and endurance.","The American Foxhound is a breed steeped in history, often associated with Revolutionary heroes and the grand estates of Virginia. This sleek and rangy hound is distinguished by its long, finely boned legs and slightly arched loin, setting it apart from its English cousin.
Known for their tender nature and relaxed demeanor, American Foxhounds make excellent family pets, getting along well with children, other dogs, and even cats. Their large, soft eyes and gentle expression only add to their appeal.
However, owning an American Foxhound comes with special considerations. They are highly energetic and require substantial exercise to prevent depression and destructive behaviors. Their strong prey drive needs to be managed carefully, as they can be quite single-minded when on a scent.
Additionally, their loud and melodious bawling, while endearing to hound enthusiasts, might not be as appreciated by neighbors. Training and housebreaking these autonomous dogs can be challenging, especially for novice owners. Despite these challenges, their low-maintenance coat and endearing personality make them a rewarding companion for those willing to meet their needs.",2,25,65,12,TRUE,3,3,1,"Straight","Smooth",1,FALSE,3,5,5,3,3,3,3,5,3,1,4,3,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-foxhound/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-foxhound/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-foxhound/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-foxhound/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-foxhound/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/american-foxhound/large/studio.png"
"126","success","neapolitan-mastiff","Neapolitan Mastiff","Guardian","Dignified, Faithful, Vigilant","The Neapolitan Mastiff is a massive, stately guardian known for its protective instincts and unique, wrinkled appearance.","The Neapolitan Mastiff, an imposing guardian breed, commands attention with its massive size and distinctive wrinkled appearance. Standing at around 30 inches tall and weighing approximately 130 pounds, this breed has a presence that is both awe-inspiring and intimidating, making it an exceptional protector.
Historically used as guard dogs since ancient Rome, Neapolitan Mastiffs are naturally wary of strangers but display a sweet, placid demeanor with their families. Their loyal and faithful nature makes them excellent companions for those who can handle their substantial needs and size.
The Neapolitan Mastiff's coat is smooth and straight, requiring minimal grooming, but their tendency to drool is notably high, and they do shed moderately. Despite their low activity and vocalization levels, they are observant and enjoy mental stimulation. Training these stately dogs can be moderately challenging, but their intelligence and desire to please can make the process rewarding.
With a lifespan of about 8 years, they form strong bonds with their families, including children, when properly socialized. These majestic dogs, with their unique, marzipan-like wrinkles and dignified presence, offer a blend of beauty and nobility that is truly unparalleled. Discover your companion in the formidable yet tender-hearted Neapolitan Mastiff.",2,30,130,8,TRUE,5,1,5,"Straight","Smooth",1,FALSE,3,3,3,3,2,5,3,1,3,2,2,3,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/neapolitan-mastiff/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/neapolitan-mastiff/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/neapolitan-mastiff/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/neapolitan-mastiff/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/neapolitan-mastiff/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/neapolitan-mastiff/large/studio.png"
"127","success","bedlington-terrier","Bedlington Terrier","Terrier","Faithful, Companionable, Happy","Graceful, lively, and protective, Bedlington Terriers are charming companions with a unique sheep-like appearance.","Graceful and energetic, Bedlington Terriers are known for their unique sheep-like appearance and captivating personality. Named after the English mining shire where they were first bred, these terriers are genial housemates, alert watchdogs, versatile athletes, and irresistibly cuddly TV-time companions. Standing about 15 inches tall and weighing around 20 pounds, Bedlingtons sport a crisp, curly coat, arched back, tasseled ears, scimitar-shaped tail, and a fleecy, pear-shaped head.
Their sighthound heritage, likely from Whippets, is evident in their lithe and springy gait. Bedlingtons are jovial, faithful, and protective, thriving as the center of family attention. They enjoy active play and mental stimulation, making them ideal for families seeking a lively and loyal companion.
Despite their low shedding, Bedlingtons require regular grooming to maintain their rough, curly coat. With a lifespan of around 14 years, these charming terriers bring long-lasting joy to any home. If you're looking for a no-shedding, fun-loving, and devoted dog, the Bedlington Terrier might just be your perfect match.",2,15,20,14,TRUE,2,4,1,"Curly","Rough",3,FALSE,3,3,3,3,3,4,3,3,1,3,4,3,3,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bedlington-terrier/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bedlington-terrier/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bedlington-terrier/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bedlington-terrier/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bedlington-terrier/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/bedlington-terrier/large/studio.png"
"128","success","parson-russell-terrier","Parson Russell Terrier","Terrier","Friendly, Intelligent, Lively","The Parson Russell Terrier is a dynamic, intelligent, and amicable breed with a fearless spirit.","The Parson Russell Terrier, often affectionately known as PRT, is a spirited and clever breed, perfectly suited for dynamic and active lifestyles. Standing at about 14 inches tall and weighing around 15 pounds, this terrier is small in size but big in personality. Known for their boldness and intelligence, PRTs are highly adaptable and make excellent companions for families and active individuals alike.
Their mostly white, smooth, wavy coat requires minimal grooming, making them a low-maintenance pet. PRTs are dynamic and friendly, with a high activity level that keeps them constantly on the go. They thrive on mental stimulation and physical exercise, showcasing their playful and energetic nature.
Their strong protective instincts and moderate vocalization frequency make them good watchdogs without being overly noisy. With a lifespan of up to 15 years, these terriers offer long-term companionship filled with adventure and affection. Their friendly disposition extends to both children and other dogs, making them a sociable and well-rounded breed.
Whether they're running alongside horses or playing in the backyard, the Parson Russell Terrier's enthusiasm and charm are sure to bring joy to any household.",2,14,15,15,TRUE,1,4,1,"Wavy","Smooth",1,TRUE,5,3,5,3,4,3,4,3,2,2,5,4,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/parson-russell-terrier/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/parson-russell-terrier/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/parson-russell-terrier/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/parson-russell-terrier/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/parson-russell-terrier/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/parson-russell-terrier/large/studio.png"
"129","success","spinone-italiano","Spinone Italiano","Sporting","Friendly, Tolerant, Obedient","The Spinone Italiano is a sociable, compliant, and tolerant sporting dog with a rough, wire coat.","The Spinone Italiano is a charming and robust hunting companion with a rich heritage. This breed, originating from ancient Italy, is celebrated for its versatility in the field, embodying the perfect blend of strength and endurance.
Spinoni Italiani, with their muscular build and square, solid frame, are designed for stamina rather than speed, making them exceptional all-around hunters. Their dense, rough coat, which appears natural and unclipped, can be found in a variety of colors and patterns, adding to their rugged appeal.
The Spinone Italiano's personality is as endearing as its appearance. Known for being compliant, sociable, and tolerant, they are affectionate with their families and show an easy-going demeanor. Despite a tendency to be somewhat stubborn at times, their gentle and patient nature makes them excellent companions, especially for those who appreciate a dog with Old World charm.
Their expressive eyes, framed by shaggy eyebrows and a tufted beard, exude a sweetness that wins hearts effortlessly. Moderate in their activity levels and vocalization, Spinoni are easy to train and adapt well to various living situations. The Spinone Italiano continues to enchant dog lovers with its delightful blend of loyalty, grace, and amiable spirit.",2,25,60,10,TRUE,3,2,3,"Wire","Rough",3,FALSE,5,3,4,3,3,3,3,2,3,2,3,3,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/spinone-italiano/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/spinone-italiano/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/spinone-italiano/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/spinone-italiano/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/spinone-italiano/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/spinone-italiano/large/studio.png"
"130","success","miniature-american-shepherd","Miniature American Shepherd","Herding","Intelligent, Friendly, Faithful","The Miniature American Shepherd is a clever, dedicated, and benevolent herding dog.","The Miniature American Shepherd, often seen as a smaller version of the Australian Shepherd, is a dedicated, clever, and benevolent breed. Standing between 13 to 18 inches at the shoulder and weighing around 30 pounds, this compact herding dog is a lively and loyal companion, well-suited for active families. Despite its small size, the Miniature American Shepherd embodies the energetic and versatile nature of a true herding dog.
They have a striking double coat that comes in colors like black, blue merle, red, and red merle, often with unique marbling or flecks. Known for their intelligence, they excel in training and thrive on mental stimulation, making them a joy for experienced dog owners. They are highly affectionate with family members, child-friendly, and sociable with other dogs, while maintaining a moderate protective instinct.
These adaptable dogs are great for various living environments but do require regular physical and mental activity to keep them happy. With their rough, wavy coat, they need moderate grooming to keep them looking their best. Overall, the Miniature American Shepherd is a wonderful blend of hard-working herder and loving companion.",2,15,30,13,TRUE,2,3,2,"Wavy","Rough",3,TRUE,5,5,5,3,4,3,4,3,3,3,5,5,1,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/miniature-american-shepherd/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/miniature-american-shepherd/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/miniature-american-shepherd/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/miniature-american-shepherd/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/miniature-american-shepherd/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/miniature-american-shepherd/large/studio.png"
"131","success","finnish-lapphund","Finnish Lapphund","Herding","Vigilant, Friendly, Companionable","The Finnish Lapphund is a nimble, vigilant, and amicable herding dog with a luscious, weatherproof coat.","The Finnish Lapphund, a resilient reindeer herder from the Arctic Circle, is known for its remarkable empathy and friendliness, making it one of the most amiable breeds once it determines you're no threat. Standing about 20 inches tall and weighing around 45 pounds, this muscular and agile dog can swiftly transition from a trot to a full gallop. Its luscious, weatherproof double coat, sweet spitz-like face, and profusely coated tail are signature traits, instantly recognizable as Nordic.
Lappies, as they are affectionately called, are quick learners with a moderate activity level and high adaptability, making them great family pets. Their strong 'startle reflex' is a unique breed characteristic, developed from centuries of dodging reindeer antlers. Though they can be wary of strangers and have a high tendency to bark, Finnish Lapphunds are incredibly affectionate with their families, thriving on companionship.
While they do shed significantly, their grooming needs are relatively low, requiring occasional brushing. These friendly, vigilant, and nimble dogs are beloved in their native Finland and are steadily gaining popularity elsewhere for their loyal and companionable nature.",2,20,45,14,TRUE,3,4,2,"Straight","Rough",3,TRUE,5,4,3,4,3,3,4,5,4,2,3,3,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-lapphund/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-lapphund/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-lapphund/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-lapphund/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-lapphund/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/finnish-lapphund/large/studio.png"
"132","success","norwegian-elkhound","Norwegian Elkhound","Hound","Friendly, Confident, Reliable","The Norwegian Elkhound is a reliable, amicable, and self-assured hound with a dignified yet friendly demeanor.","The Norwegian Elkhound, a robust and reliable spitz type, is known for its lush silver-gray coat and dignified yet friendly demeanor. Standing about 20 inches at the shoulder and weighing around 50 pounds, this sturdy and muscular breed has a history deeply intertwined with Norse art and legend, even sailing with the Vikings. Their dense, silver-gray double coat, erect ears, and tightly curled tail give them a distinctive and alert appearance.
Renowned for their protective instincts and reliability, Elkhounds are highly valued as intelligent watchdogs and fine companions. They exhibit a self-assured nature and a strong, confident disposition, making them trustworthy friends once introduced. With high levels of activity and adaptability, they excel in agility and herding trials, showcasing their natural athleticism and eagerness.
Their friendly nature extends to strangers, though they remain reserved until properly acquainted. These dogs are sensitive souls with a touch of independence, making them both unique and endearing members of any household.",2,20,50,14,TRUE,3,4,2,"Straight","Rough",3,TRUE,5,3,3,4,4,5,4,4,3,2,4,4,2,"https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/norwegian-elkhound/small/indoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/norwegian-elkhound/small/outdoors.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/norwegian-elkhound/small/studio.jpg","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/norwegian-elkhound/large/indoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/norwegian-elkhound/large/outdoors.png","https://raw.githubusercontent.com/chase-manning/open-dog-registry/main/images/norwegian-elkhound/large/studio.png"
